CpuId,"CpuName",Bus speed,BX806735120,BX806735122,BX806736128,BX806736130,BX806736134,BX806736138,BX806736140,BX806736142,BX806736148,BX806736152,BX806738160,BX806738164,BX806738170,BX806738176,BX806738180,BX806895320,BX806896330,BX806896336Y,BX806955218,BX806955218R,BX806955220,BX806956226R,BX806956230,BX806956230R,BX806956234,BX806956238,BX806956248,BX806956252,BX806958256,Cache latency,CD8067302577901,CD8067302578001,CD8067303133605,CD8067303192101,CD8067303314400,CD8067303314700,CD8067303317801,CD8067303319201,CD8067303327601,CD8067303327701,CD8067303328000,CD8067303330302,CD8067303330402,CD8067303330702,CD8067303368800,CD8067303405200,CD8067303405400,CD8067303405500,CD8067303405600,CD8067303405700,CD8067303405800,CD8067303405900,CD8067303406000,CD8067303406100,CD8067303406200,CD8067303406500,CD8067303406600,CD8067303408800,CD8067303408900,CD8067303409000,CD8067303535601,CD8067303535700,CD8067303535900,CD8067303536100,CD8067303567703,CD8067303592500,CD8067303592600,CD8067303592700,CD8067303592800,CD8067303592900,CD8067303593000,CD8067303593100,CD8067303593300,CD8067303593400,CD8067303593600,CD8067303593700,CD8067303593800,CD8067303593900,CD8067303657201,CD8067303657302,CD8067303680501,CD8067303694600,CD8067303843000,CD8067303927300,CD8067303927400,CD8068904570101,CD8068904570201,CD8068904571501,CD8068904571601,CD8068904571901,CD8068904572001,CD8068904572101,CD8068904572204,CD8068904572302,CD8068904572401,CD8068904572501,CD8068904572601,CD8068904582501,CD8068904582702,CD8068904582803,CD8068904599101,CD8068904642802,CD8068904656703,CD8068904657302,CD8068904657502,CD8068904657601,CD8068904657701,CD8068904658201,CD8068904658602,CD8068904658702,CD8068904658802,CD8068904658902,CD8068904659101,CD8068904659201,CD8068904665802,CD8068904686504,CD8068904722302,CD8068904722404,CD8069504184102,CD8069504184202,CD8069504184502,CD8069504184602,CD8069504193301,CD8069504193501,CD8069504193701,CD8069504194301,CD8069504194401,CD8069504194501,CD8069504194601,CD8069504194701,CD8069504195101,CD8069504195201,CD8069504195301,CD8069504195401,CD8069504195501,CD8069504198002,CD8069504198101,CD8069504200902,CD8069504201001,CD8069504201101,CD8069504201201,CD8069504201401,CD8069504214002,CD8069504214102,CD8069504214202,CD8069504214302,CD8069504214601,CD8069504228001,CD8069504228101,CD8069504228201,CD8069504283006,CD8069504283104,CD8069504283204,CD8069504283304,CD8069504283404,CD8069504283503,CD8069504283604,CD8069504283704,CD8069504284203,CD8069504284302,CD8069504284704,CD8069504284804,CD8069504285004,CD8069504285204,CD8069504289900,CD8069504295701,CD8069504384601,CD8069504425200,CD8069504425301,CD8069504425402,CD8069504446300,CD8069504448800,CD8069504449000,CD8069504449101,CD8069504449301,CD8069504449401,CD8069504497400,CD8070604480301,CD8070604480401,CD8070604480501,CD8070604480601,CD8070604481002,CD8070604481101,CD8070604481201,CD8070604481301,CD8070604481501,CD8070604481600,CD8070604481601,CD8070604559701,CD8070604559801,CD8070604559900,CD8070604560002,Clock multiplier,CM8067303824101,Core stepping,CPUIDs,Data width,Die,Family,Fan/heatsink,Floating Point Unit,Frequency,Instruction set,Introduction date,Level 1 cache size,Level 2 cache size,Level 3 cache size,Low power features,Low power frequency,Manufacturing process,Market segment,Maximum operating temperature,Maximum turbo frequency,Microarchitecture,Model number,Multiprocessing,Physical memory,PK8071305072001,PK8071305072301,PK8071305072401,PK8071305072501,PK8071305072601,PK8071305072902,PK8071305073001,PK8071305073101,PK8071305073201,PK8071305073301,PK8071305074601,PK8071305074701,PK8071305074801,PK8071305074901,PK8071305075001,PK8071305075101,PK8071305075201,PK8071305075701,PK8071305075901,PK8071305076101,PK8071305118701,PK8071305118801,PK8071305120102,PK8071305120301,PK8071305120401,PK8071305120500,PK8071305120600,PK8071305120701,PK8071305120802,PK8071305120901,PK8071305121001,PK8071305121101,PK8071305121202,PK8071305121300,PK8071305121400,PK8071305121501,PK8071305121701,PK8071305121801,PK8071305121901,PK8071305122001,PK8071305122201,PK8071305122301,Platform,Price at introduction,Processor core,Security Features,Size,Socket,The number of CPU cores,The number of threads,Thermal Design Power,Type,Weight,"SourceUrl"
Intel-Xeon%206130,"Intel Xeon Gold 6130 - CD8067303409000 / BX806736130",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,H0,50654,64 bit,XCC type,Intel Xeon Gold,1U form factor,Integrated,2.1 GHz / 2100 MHz,x86,July 11. 2017,16 x 32 KB 8-way set associative instruction caches 16 x 32 KB 8-way set associative data caches,16 x 1 MB 16-way set associative caches,22 MB non-inclusive shared cache,Enhanced SpeedStep technology,,0.014 micron,Server,87°C (case temperature) 96°C (Digital Thermal Sensor),3.7 GHz / 3700 MHz,Skylake,6130,Up to 4 processors,768 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purley,$1894 (OEM) $1900 (box),Skylake-SP,NX / XD / Execute disable bit    MPX / Memory Protection Extensions TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,16,32,125 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206130.html"
Intel-Xeon%206130F,"Intel Xeon Gold 6130F - CD8067303593300",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,H0,50654,64 bit,,Intel Xeon Gold,1U form factor,Integrated,2.1 GHz / 2100 MHz,x86,July 11. 2017,16 x 32 KB 8-way set associative instruction caches 16 x 32 KB 8-way set associative data caches,16 x 1 MB 16-way set associative caches,22 MB non-inclusive shared cache,Enhanced SpeedStep technology,,0.014 micron,Server,87°C,3.7 GHz / 3700 MHz,Skylake,6130F,Up to 2 processors,768 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purley,$2049,Skylake-SP,NX / XD / Execute disable bit    MPX / Memory Protection Extensions TXT / Trusted Execution technology,3.46" x 2.22" / 8.8cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,16,32,135 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206130F.html"
Intel-Xeon%206130H,"Intel Xeon Gold 6130H",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,64 bit,,Intel Xeon Gold,,Integrated,2.1 GHz / 2100 MHz,x86,3rd quarter 2018,16 x 32 KB 8-way set associative instruction caches 16 x 32 KB 8-way set associative data caches,16 x 1 MB 16-way set associative caches,22 MB non-inclusive shared cache,Enhanced SpeedStep technology,,0.014 micron,Server,,3.7 GHz / 3700 MHz,Skylake,6130H,Up to 4 processors,768 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purley,,Skylake-SP,NX / XD / Execute disable bit    MPX / Memory Protection Extensions TXT / Trusted Execution technology,,Socket 3647 / P0 / LGA3647-0,16,32,125 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206130H.html"
Intel-Xeon%206130T,"Intel Xeon Gold 6130T - CD8067303593000",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,H0,50654,64 bit,XCC type,Intel Xeon Gold,,Integrated,2.1 GHz / 2100 MHz,x86,July 11. 2017,16 x 32 KB 8-way set associative instruction caches 16 x 32 KB 8-way set associative data caches,16 x 1 MB 16-way set associative caches,22 MB non-inclusive shared cache,Enhanced SpeedStep technology,,0.014 micron,Server,77°C (nominal) 92°C (short-term),3.7 GHz / 3700 MHz,Skylake,6130T,Up to 4 processors,768 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purley,$1988,Skylake-SP,NX / XD / Execute disable bit    MPX / Memory Protection Extensions TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,16,32,125 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206130T.html"
Intel-Xeon%206132,"Intel Xeon Gold 6132 - CD8067303592500",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,H0,50654,64 bit,XCC type,Intel Xeon Gold,1U form factor,Integrated,2.6 GHz / 2600 MHz,x86,July 11. 2017,14 x 32 KB 8-way set associative instruction caches 14 x 32 KB 8-way set associative data caches,14 x 1 MB 16-way set associative caches,19.25 MB 11-way set associative non-inclusive shared cache,Enhanced SpeedStep technology,,0.014 micron,Server,86°C (case temperature) 101°C (Digital Thermal Sensor),3.7 GHz / 3700 MHz,Skylake,6132,Up to 4 processors,768 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purley,$2111,Skylake-SP,NX / XD / Execute disable bit    MPX / Memory Protection Extensions TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,14,28,140 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206132.html"
Intel-Xeon%206133,"Intel Xeon Gold 6133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,64 bit,,Intel Xeon Gold,,Integrated,2.5 GHz / 2500 MHz,x86,,20 x 32 KB 8-way set associative instruction caches 20 x 32 KB 8-way set associative data caches,20 x 1 MB 16-way set associative caches,27.5 MB 11-way set associative non-inclusive shared cache,Enhanced SpeedStep technology,,0.014 micron,Server,,3 GHz / 3000 MHz,Skylake,6133,Up to 4 processors,768 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purley,,Skylake-SP,NX / XD / Execute disable bit    MPX / Memory Protection Extensions TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,20,40,150 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206133.html"
Intel-Xeon%206134,"Intel Xeon Gold 6134 - CD8067303330302 / BX806736134",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,H0,50654,64 bit,XCC type,Intel Xeon Gold,1U form factor,Integrated,3.2 GHz / 3200 MHz,x86,July 11. 2017,8 x 32 KB 8-way set associative instruction caches 8 x 32 KB 8-way set associative data caches,8 x 1 MB 16-way set associative caches,24.75 MB 11-way set associative non-inclusive shared cache,Enhanced SpeedStep technology,,0.014 micron,Server,79°C (case temperature) 100°C (Digital Thermal Sensor),3.7 GHz / 3700 MHz,Skylake,6134,Up to 4 processors,768 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purley,$2214 (OEM) $2220 (box),Skylake-SP,NX / XD / Execute disable bit    MPX / Memory Protection Extensions TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,8,16,130 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206134.html"
Intel-Xeon%206134M,"Intel Xeon Gold 6134M - CD8067303330402",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,H0,,64 bit,,Intel Xeon Gold,,Integrated,3.2 GHz / 3200 MHz,x86,July 11. 2017,8 x 32 KB 8-way set associative instruction caches 8 x 32 KB 8-way set associative data caches,8 x 1 MB 16-way set associative caches,24.75 MB 11-way set associative non-inclusive shared cache,Enhanced SpeedStep technology,,0.014 micron,Server,79°C,3.7 GHz / 3700 MHz,Skylake,6134M,Up to 4 processors,1.5 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purley,$5217,Skylake-SP,NX / XD / Execute disable bit    MPX / Memory Protection Extensions TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,8,16,130 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206134M.html"
Intel-Xeon%206135,"Intel Xeon Gold 6135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,64 bit,,Intel Xeon Gold,,Integrated,3.4 GHz / 3400 MHz,x86,3rd quarter 2017,8 x 32 KB 8-way set associative instruction caches 8 x 32 KB 8-way set associative data caches,8 x 1 MB 16-way set associative caches,25 MB non-inclusive shared cache,Enhanced SpeedStep technology,,0.014 micron,Server,,4.2 GHz / 4200 MHz,Skylake,6135,Up to 4 processors,768 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purley,,Skylake-SP,NX / XD / Execute disable bit    MPX / Memory Protection Extensions TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,8,16,155 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206135.html"
Intel-Xeon%206136,"Intel Xeon Gold 6136 - CD8067303405800",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,H0,50654,64 bit,XCC type,Intel Xeon Gold,1U form factor,Integrated,3 GHz / 3000 MHz,x86,July 11. 2017,12 x 32 KB 8-way set associative instruction caches 12 x 32 KB 8-way set associative data caches,12 x 1 MB 16-way set associative caches,24.75 MB 11-way set associative non-inclusive shared cache,Enhanced SpeedStep technology,,0.014 micron,Server,85°C (case temperature) 103°C (Digital Thermal Sensor),3.7 GHz / 3700 MHz,Skylake,6136,Up to 4 processors,768 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purley,$2460,Skylake-SP,NX / XD / Execute disable bit    MPX / Memory Protection Extensions TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,12,24,150 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206136.html"
Intel-Xeon%206137,"Intel Xeon Gold 6137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,64 bit,,Intel Xeon Gold,,Integrated,3.9 GHz / 3900 MHz,x86,3rd quarter 2017,8 x 32 KB 8-way set associative instruction caches 8 x 32 KB 8-way set associative data caches,8 x 1 MB 16-way set associative caches,25 MB non-inclusive shared cache,Enhanced SpeedStep technology,,0.014 micron,Server,,4.1 GHz / 4100 MHz,Skylake,6137,Up to 4 processors,768 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purley,,Skylake-SP,NX / XD / Execute disable bit    MPX / Memory Protection Extensions TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,8,16,205 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206137.html"
Intel-Xeon%206138,"Intel Xeon Gold 6138 - CD8067303406100 / BX806736138",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,H0,50654,64 bit,XCC type,Intel Xeon Gold,1U form factor,Integrated,2 GHz / 2000 MHz,x86,July 11. 2017,20 x 32 KB 8-way set associative instruction caches 20 x 32 KB 8-way set associative data caches,20 x 1 MB 16-way set associative caches,27.5 MB 11-way set associative non-inclusive shared cache,Enhanced SpeedStep technology,,0.014 micron,Server,86°C (case temperature) 93°C (Digital Thermal Sensor),3.7 GHz / 3700 MHz,Skylake,6138,Up to 4 processors,768 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purley,$2612 (OEM) $2618 (box),Skylake-SP,NX / XD / Execute disable bit    MPX / Memory Protection Extensions TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,20,40,125 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206138.html"
Intel-Xeon%206138F,"Intel Xeon Gold 6138F - CD8067303593900",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,H0,50654,64 bit,,Intel Xeon Gold,1U form factor,Integrated,2 GHz / 2000 MHz,x86,July 11. 2017,20 x 32 KB 8-way set associative instruction caches 20 x 32 KB 8-way set associative data caches,20 x 1 MB 16-way set associative caches,27.5 MB 11-way set associative non-inclusive shared cache,Enhanced SpeedStep technology,,0.014 micron,Server,87°C,3.7 GHz / 3700 MHz,Skylake,6138F,Up to 2 processors,768 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purley,$2767,Skylake-SP,NX / XD / Execute disable bit    MPX / Memory Protection Extensions TXT / Trusted Execution technology,3.46" x 2.22" / 8.8cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,20,40,135 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206138F.html"
Intel-Xeon%206138P,"Intel Xeon Gold 6138P - CM8067303824101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,+,H0,,64 bit,,Intel Xeon Gold,,Integrated,2 GHz / 2000 MHz,x86,2nd quarter 2018,20 x 32 KB 8-way set associative instruction caches 20 x 32 KB 8-way set associative data caches,20 x 1 MB 16-way set associative caches,27.5 MB 11-way set associative non-inclusive shared cache,Enhanced SpeedStep technology,,0.014 micron,Server,,3.7 GHz / 3700 MHz,Skylake,6138P,Up to 4 processors,768 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purley,$4937,Skylake-SP,NX / XD / Execute disable bit    MPX / Memory Protection Extensions TXT / Trusted Execution technology,,Socket 3647 / P0 / LGA3647-0,20,40,195 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206138P.html"
Intel-Xeon%206138T,"Intel Xeon Gold 6138T - CD8067303592900",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,H0,50654,64 bit,XCC type,Intel Xeon Gold,,Integrated,2 GHz / 2000 MHz,x86,July 11. 2017,20 x 32 KB 8-way set associative instruction caches 20 x 32 KB 8-way set associative data caches,20 x 1 MB 16-way set associative caches,27.5 MB 11-way set associative non-inclusive shared cache,Enhanced SpeedStep technology,,0.014 micron,Server,79°C (nominal) 94°C (short-term),3.7 GHz / 3700 MHz,Skylake,6138T,Up to 4 processors,768 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purley,$2742,Skylake-SP,NX / XD / Execute disable bit    MPX / Memory Protection Extensions TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,20,40,125 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206138T.html"
Intel-Xeon%206139,"Intel Xeon Gold 6139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,64 bit,,Intel Xeon Gold,,Integrated,2.3 GHz / 2300 MHz,x86,,18 x 32 KB 8-way set associative instruction caches 18 x 32 KB 8-way set associative data caches,18 x 1 MB 16-way set associative caches,24.75 MB 11-way set associative non-inclusive shared cache,Enhanced SpeedStep technology,,0.014 micron,Server,,3.7 GHz / 3700 MHz,Skylake,6139,Up to 4 processors,768 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purley,,Skylake-SP,NX / XD / Execute disable bit    MPX / Memory Protection Extensions,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,18,36,,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206139.html"
Intel-Xeon%206140,"Intel Xeon Gold 6140 - CD8067303405200 / BX806736140",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,H0,50654,64 bit,XCC type,Intel Xeon Gold,1U form factor,Integrated,2.3 GHz / 2300 MHz,x86,July 11. 2017,18 x 32 KB 8-way set associative instruction caches 18 x 32 KB 8-way set associative data caches,18 x 1 MB 16-way set associative caches,24.75 MB 11-way set associative non-inclusive shared cache,Enhanced SpeedStep technology,,0.014 micron,Server,91°C (case temperature) 101°C (Digital Thermal Sensor),3.7 GHz / 3700 MHz,Skylake,6140,Up to 4 processors,768 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purley,$2445 (OEM) $2451 (box),Skylake-SP,NX / XD / Execute disable bit    MPX / Memory Protection Extensions TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,18,36,140 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206140.html"
Intel-Xeon%206140M,"Intel Xeon Gold 6140M - CD8067303405500",10.4 GT/s Ultra Path Interconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,H0,50654,64 bit,,Intel Xeon Gold,,Integrated,2.3 GHz / 2300 MHz,x86,July 11. 2017,18 x 32 KB 8-way set associative instruction caches 18 x 32 KB 8-way set associative data caches,18 x 1 MB 16-way set associative caches,24.75 MB 11-way set associative non-inclusive shared cache,Enhanced SpeedStep technology,,0.014 micron,Server,91°C,3.7 GHz / 3700 MHz,Skylake,6140M,Up to 4 processors,1.5 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purley,$5448,Skylake-SP,NX / XD / Execute disable bit    MPX / Memory Protection Extensions TXT / Trusted Execution technology,2.99" x 2.22" / 7.6cm x 5.65cm,Socket 3647 / P0 / LGA3647-0,18,36,140 Watt,CPU / Microprocessor,,"https://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%206140M.html"
